original	simplification	label
After the Jerilderie raid, the gang laid low for 16 months evading capture.	After the Jerilderie raid, the gang laid low for 16 months evading capture.	100.0
Dr. David Lindenmeyer (Australian National University) has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow-dependent species like Leadbeater's possum.	Dr. David Lindenmeyer (Australian National University) has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow-dependent species like Leadbeater's possum.	100.0
Defiantly, she vowed to never renounce the Commune, and dared the judges to sentence her to death.	Defiantly, she vowed to never renounce the Commune, and dared the judges to sentence her to death.	100.0
The film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.	References External links Studylight version of The Wycliffe Bible (1395) Searchable by phrase or chapter / verse reference.	0.0
On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.	On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.	100.0
"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters."	"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters."	100.0
This was demonstrated in the Miller-Urey experiment by Stanley L. Miller and Harold C. Urey in 1953.	Romulus, the first moon, was discovered on February 18, 2001 from the Keck II telescope by Michael E. Brown and Jean-Luc Margot.	0.0
"Musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then."	"Musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then."	100.0
For example, the stylebook of the Associated Press is updated annually.	An open proxy is a proxy server that is accessible by any Internet user.	0.0
Nupedia was founded on March 9, 2000, under the ownership of Bomis, Inc, a web portal company.	Nupedia was started on March 9, 2000. The business was called Inc, a web portal company.	42.73333333
The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.	The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.	100.0
Their eyes are quite small, and their visual Acuity is poor.	Their eyes are quite small, and their visual Acuity is poor.	100.0
Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.	Marcel Junod (1904 - 1961), a physician from Geneva, was another famous delegate during the Second World War.	0.0
The plant is considered a living fossil.	The plant is thought to be a living fossil.	96.4
At the Voyager 2 images Ophelia appears as an elongated object, the major axis pointing towards Uranus.	In the book The Very First Light, Mather with co-author John Boslough chronicled his team's work for the general public.	0.0
It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.	It was found by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979.	79.8
Vouvray-sur-Huisne is a commune in the Sarthe department in the region of Pays-de-la-Loire in northwestern France.	It is found in the region Pays de la location@4 in the Sarthe department in the west of France.	29.33333333
The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.	The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.	100.0
Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.	Robinson went back to West Point in 1972 and was given the job of developing and teaching cadets as the third Regimental Tactical officer.	94.0
After the Jerilderie raid, the gang laid low for 16 months evading capture.	After the Jerilderie raid, the gang laid low for 16 months evading capture.	100.0
A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	This reflects the fact that the Parliament's President is not part of the executive branch but still ranks higher in (symbolic) importance than the Chancellor.	0.0
Advocacy Countries with a minority Muslim population are more likely than Muslim-majority countries of the Greater Middle East to use mosques as a way to promote civic participation.	Call country with a small Muslim people are more likely than Muslim-majority countries of the Greater Middle East to use mosques as a means to promote civic part.	52.2
In 1990, she was the only female entertainer allowed to perform in Saudi Arabia.	In 1990, she was the only female entertainer is allowed to perform in Saudi Arabia.	79.66666667
It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.	It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.	100.0
Salem is a city in Essex County, Massachusetts, United States.	Salem is a city of Massachusetts in the United States.	80.0
Jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society.	Ballan Primary School was established on 8 January 1855.	0.0
The collapsed dome of the main church has been restored entirely.	The broken Cyclops of the main church has been rebuilt.	30.73333333
These ideally provide excellent habitat for chinkara, hog deer and blue bull.	These provide habitat hog deer, and blue bull.	46.2
Historically, the sensations of itch and pain have not been considered to be independent of each other until recently, where it was found that itch has several features in common with pain, but exhibits notable differences.	The itch of itch and pain have not been considered to be independent of each other until recently.	47.2
The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.	The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.	100.0
This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.	This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.	100.0
The body color varies from medium brown to gold-ish to beige-white; and occasionally, is marked with dark brown spots, especially on the limbs.	The body colour varies from medium brown to gold-ish (put in); and sometimes, is marked with dark brown spots, mostly on the limbs.	69.73333333
Their participation is limited until they reach legal adulthood.	The park has become a traditional location for mass demonstrations.	0.0
Jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society.	Jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to make resources to best serve the needs of its native society.	85.46666667
These works he produced and published himself, whilst his much larger woodcuts were mostly commissioned work.	However, there are exceptions to this rule, such as defense rather than defence.	0.0
Loèche harbours the installations of Onyx, the Swiss interception system for electronic intelligence gathering.	Loèche harbours the installations of Onyx, the Swiss interception system for electronic intelligence gathering.	100.0
After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.	After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.	100.0
Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.	Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.	100.0
Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia, with it having a leaf-like body with thin ribs and spindle-shaped bodies, however it differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis.	Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia, with it having a leaf-like body with thin ribs and spindle-shaped bodies, however it differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis.	100.0
"Furthermore, she appeared in several music videos, including ""It Girl"" by John Oates and ""Just Lose It"" by Eminem."	Currently Secretary of State for Culture, Media and Sport and Minister for the South West, he was one of the first openly gay MPs.	0.0
In architectural decoration Small pieces of colored and iridescent shell have been used to create mosaics and inlays, which have been used to decorate walls, furniture and boxes.	In architectural decoration Small pieces of colored and iridescent shell have been used to create mosaics and inlays.	72.93333333
Days prior to the start of the 2022 FIFA World Cup, Qatar was accused of reportedly having paid actors to play the role of fans at the tournament in order to promote the country.	Days prior to the start of the 2022 FIFA World Cup, Qatar was accused of reportedly having paid actors to play the role of fans at the tournament in order to promote the country.	100.0
Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.	Tresca alleged that, before she had disappeared, Poyntz had talked to him about her disgust over Joseph Stalin's Great Terror.	0.0
Other nearby settlements include Pont-Bellanger and Beaumesnil.	Other nearby settlements include Pont-Bellanger and Beaumesnil.	100.0
He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.	He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.	100.0
The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.	Marxists Internet Archive (also known as MIA or Marxists. org) is a volunteer based non-profit organization that maintains a multi-lingual Internet archive of Marxist writers and other similar authors (socialists, anarchists, etc.).	0.0
It continues as the Bohemian Switzerland in the Czech Republic.	It continues.	4.466666667
He excuses himself because he has to leave for rehearsal, and he and Dr. Schön leave.	He left him because he has to leave for viola, and he and Dr. Schön leave.	43.8
A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.	A matchbook is a small cardboard container.	46.93333333
Railway Gazette International is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.	Railway Gazette International is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.	100.0
The film centers on a reclusive wealthy family who has spent months living in virtual isolation in the family mansion to prevent their community from finding out that daughter Hélène has gotten pregnant from a one-night stand, only to have their fragile equilibrium challenged when Hélène abandons the house soon after the baby's birth to look for the father.	The film centers on a reclusive wealthy family who has spent months living in virtual isolation in the family mansion to prevent their community from finding out that daughter Hélène has gotten pregnant from a one-night stand, only to have their fragile equilibrium challenged when Hélène abandons the house soon after the baby's birth to look for the father.	100.0
"In a short video promoting the charity Equality Now Joss Whedon confirmed that ""Fray is not done, Fray is coming back."	In a short Video promoting the charity equality now JOS Whedon confirmed that fray is not done.	92.875
The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.	However, Twofish has seen less widespread usage than Blowfish, which has been available for a longer period of time.	0.0
Unlike the clouds on Earth, however, which are composed of crystals of ice, Neptune's cirrus clouds are made up of crystals of frozen methane.	Unlike the clouds on Earth, however, which are composed of crystals of ice, Neptune's cirrus clouds are made up of crystals of frozen methane.	100.0
Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.	"Cameron has often worked in Christian-Themed productions, among them are left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron ""Buck"" Williams."	24.357142857142858
On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.	On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.	100.0
New South Wales's largest city and capital is Sydney.	The largest city of New South Wale's is Syndey, which is also its capital city.	28.58823529411765
Meteora earned the band multiple awards and honors.	Meteora earned the band multiple awards and honors.	100.0
The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.	They may be removed for several reasons, including impaired breathing through the nose and chronic infections or earaches.	0.0
In 1998, Culver ran for Iowa Secretary of State and was victorious.	In 1998, Culver ran for Iowa Secretary of State.	63.13333333
He is also a member of another Jungiery Boyband 183 club.	He is a member of Jungiery Boyband 183 club.	89.8
The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	With an area of 11,980 km ² and 1.3 million inhabitants, Upper Austria is the fourth-largest Austrian state by land area and third-largest by population.	0.0
According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.	The non-profit organization Iran Human Rights says that at least 378 people including 43 minors had been killed because of the government's actions in the protests. These actions involved tear gas and gunfire. These protests have been the deadliest since the 2019–2020 protests.	90.66666666666667
Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.	Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.	100.0
"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club."	His detractors claim he suffered a nervous breakdown during the Rising.	0.0
He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.	He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.	100.0
The collapsed dome of the main church has been restored entirely.	Extensions were added in 1980 at both ends of the Bloor-Danforth Line.	0.0
Small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.	Small value drivers can also be based on chips using the same methods that are used to make transistors.	44.46666667
The historical method comprises the techniques and guidelines by which historians use primary sources and other evidence to research and then to write history.	The historical method comprises the techniques and guidelines by which historians use primary sources and other evidence to research and then to write history.	100.0
"Terms such as ""undies"" for underwear and ""movie"" for ""moving picture"" are oft-heard terms in English."	As the truth about the mysterious Others begins to unfold, one of the crash survivors betrays the other castaways, and the cause of the plane crash is revealed.	0.0
Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.	Today, Landis' father has become a supporter of his son. He has also become one of Floyd's biggest fans.	94.54285714285714
The plant is considered a living fossil.	The plant is considered a living fossil.	100.0
Characteristics Radar observations indicate a fairly pure iron-nickel composition.	Peter Richardson then negotiated a deal for six self-contained half-hour films, using the group as comedy actors rather than stand-up performers.	0.0
"Alessandro (""Sandro"") Mazzola (born 8 November 1942) is an Italian former football player."	The Mulde River runs through the easternmost part of the district.	0.0
Mercury is similar in appearance to the moon: it is heavily cratered with regions of smooth Plains, has no natural satellites and no substantial atmosphere.	Mercury is similar in appearance to the moon: it is a long way cratered with parts of the smooth Plains, has no natural satellites and no good mood.	26.6
His sentence was transportation to Australia for seven years.	His sentence was transportation to Australia for seven years.	100.0
The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.	The spacecraft is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.	52.4
Pauline returned in the game boy remake of donkey Kong in 1994, and later Mario vs. donkey Kong 2: March of the Minis in 2006, although the character is now described as `` Mario's friend''.	"Although her character is now known as ""Mario's friend,"" Pauline came back in the game boy remake of donkey Kong in 1994, later in Mario vs, donkey Kong 2, and again in March of the Minis in 2006."	90.0
"Seventh sons have strong ""knacks"" (specific magical abilities), and seventh sons of seventh sons are both extraordinarily rare and powerful."	Selling out is often seen as gaining success at the cost of credibility.	0.0
They are castrated so that the animal may be more docile or may put on weight more quickly.	They are castrated so that the animal can be more docile is put on weight more quickly.	57.66666667
The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.	The film received mostly positive reviews from critics, with praise towards Coogler's direction, the action sequences, the production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), and the musical score, which many critics said was very good.	88.33333333333333
The polymer is most often epoxy, but other polymers, such as polyester, vinyl ester or nylon, are also sometimes used.	The polymer is most often epoxy, but other polymers such as Ester or nylon.	17.857142857142858
On June 24 1979 (the 750th anniversary of the village), Glinde received its town charter.	Eunomia has been observed occulting stars three times.	0.0
Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.	History The district was created on June 12 1994 by merging the previous districts Pasewalk, Ueckermünde and part of the district Strasburg.	0.0
No skater has yet accomplished a quadruple Axel in competition.	On April 7, 2004, Messing gave birth to their son, Roman Walker Zelman.	0.0
Mercury is similar in appearance to the moon: it is heavily cratered with regions of smooth Plains, has no natural satellites and no substantial atmosphere.	Mercury looks like our moon. It has cratered areas and smooth ones. It has no real atmosphere. It has no natural satellites.	83.29411764705883
From the telephone exchange, the Port Jackson District Commandant could communicate with all military installations on the harbour.	From the telephone exchange, the Port Jackson District Commandant could communicate with all military installations on the harbour.	100.0
By most accounts, the instrument was nearly impossible to control.	By most people, the instrument was nearly impossible to control.	68.26666666666667
Once inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person (after Kate Brown and Jared Polis) to take office as governor of a U.S. state.	When she takes office in January 2023, she will be the first woman governor of Massachusetts and the first openly lesbian governor of any U.S. state. She will also be the first openly lesbian governor of any U.S. state.	100.0
However, even to those who enter the prayer hall of a mosque without the intention of praying, there are still rules that apply.	The sanctuary of Endymion at Heracleia under Latmus on the southern slope of Latmus still exists as a horseshoe-shaped chamber with an entrance hall and pillared forecourt.	0.0
She was among the first doctors to object to cigarette smoking around children, and drug use in pregnant women.	She was among the first doctors to object to cigarette smoking around children, and drug use in pregnant women.	100.0
In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.	He was also commissioned in 1944 by Yehudi Menuhin to write a Sonata for Solo Violin.	0.0
He bolted from Sydney Cove several times before being shot dead in 1796.	He moved from Sydney Cove several times before being shot dead in 1796.	91.86666667
Yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.	Yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.	100.0
In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.	In Marriages and Infidelities, Oates references novellas and short stories written by earlier authors, which she adapts to meet her artistic goals.	87.0
However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.	However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.	100.0
"Furthermore, she appeared in several music videos, including ""It Girl"" by John Oates and ""Just Lose It"" by Eminem."	"Furthermore, she appeared in several music videos, including ""It Girl"" by John Oates and ""Just Lose It"" by Eminem."	100.0
It continues as the Bohemian Switzerland in the Czech Republic.	It continues as the Bohemian Switzerland in the Czech Republic.	100.0
After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.	After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.	100.0
A fee is the price one pays as remuneration for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.	A tax is the price one pays as pay for services, such as the fee paid to a doctor, lawyer, consultant, or other member of a learned profession.	53.13333333
Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.	Gimnasia picked first famous Colombian coach Francisco Maturana, and then Julio César Falcioni, but both had limited success.	78.66666667
The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.	The last president to run after leaving office was Theodore Roosevelt, although Herbert Hoover did later seek the Republican presidential nomination in 1933.	82.66666666666667
West Berlin had its own postal administration, separate from West Germany's, which issued its own postage stamps until 1990.	Since then, documentation of saffron's use over the span of 4,000 years in the treatment of some 90 illnesses has been uncovered.	0.0
The film centers on a reclusive wealthy family who has spent months living in virtual isolation in the family mansion to prevent their community from finding out that daughter Hélène has gotten pregnant from a one-night stand, only to have their fragile equilibrium challenged when Hélène abandons the house soon after the baby's birth to look for the father.	The movie is about a family who spend months living in virtual isolation because their daughter Hélène has gotten pregnant after a one-night stand. After the baby is born, Hélène leaves the house to look for the father, but the family does not know if the father is the father of the baby or not.	88.0
According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.	"The family moved to Vienna in 1907 where it changed the Czech Slavic name of ""Zajtich"" to the invented German ""Seyss-Inquart""."	0.0
He is also a member of another Jungiery boyband 183 Club.	He is also a member of another Jungiery boyband 183 Club.	100.0
The PAD called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the PAD accused of being proxies for Thaksin.	The called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat. Supporters accused of being proxies for yellow.	32.4
As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.	As a result, while many mosques will not meet the breach, both men and women when go to a mosque must meet these guidelines.	56.13333333
A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	100.0
The plant is considered a living fossil.	There are currently over six hundred Linux distributions.	0.0
"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of Qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football."""	"On November 5, 2022, FIFA sent a letter to all participating nations. It told them to stop any discussion of Qatar’s poor human rights records, to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world"", and to ""focus on the football."""	83.33333333333333
The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.	International fight the league was an martial arts promotion Mma) billed.	17.733333333333334
In 1990, Mark Messier took the Hart over Ray Bourque by a margin of two votes, the difference being a single first-place vote.	In 1990 mark Messier won the Hart Trophy. He beat Ray Bourque by two votes; the difference was one first-place vote.	91.05
About 95 species are currently accepted.	About 95 species are accepted.	89.06666667
Despite this, Farrenc was paid less than her male counterparts for nearly a decade.	, Farrenc was paid.	11.333333333333334
The upper half also resembles the coat of arms of the former district Oberbarnim.	The top half also looks like the coat of arms of the former district Oberbarnim.	96.53333333
The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.	Only the Congress can pass changes to FIFA's statutes.	0.0
The book, Political Economy, was published in 1985, but had limited classroom adoption.	Keymer was an ancient parish that like its near neighbour Clayton was merged into the modern day parish of Hassocks.	0.0
Small value Inductors can also be built on integrated circuits using the same processes that are used to make transistors.	Small value Inductors can also be built on integrated circuits using the same processes that are used to make transistors.	100.0
This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.	This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.	100.0
Seventy-five defencemen are in the Hall of Fame, more than any other current position, while only 35 goaltenders have been inducted.	Seventy-five defencemen are in the Hall of Fame, more than any other current position, while only 35 goaltenders have been inducted.	100.0
A bastion on the eastern approaches was built later.	A defense on the Eastern side was built later.	86.29411764705883
In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).	In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks- St Alexander Nevsky cathedral( 1908) and St George cathedral in Nakhichevan( 1783-1807).	100.0
Jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society.	To aid in the comparison of sizes of different geographic regions, areas between 1 km2 (100 hectares) and 10 km2 (1000 hectares) are listed below.	0.0
The same tram had derailed on 30 May 2006 at Starr Gate loop during previous trials.	The same tram had derailed on 30 May 2006 at Starr Gate loop in past tests.	93.0
They are rivaled as biological materials in toughness only by Chitin.	The little book was widely read, especially at Paray.	0.0
Others have theorized that Tresca was eliminated by the NKVD as retribution for criticism of the Stalin regime of the Soviet Union.	Others have theorized that Tresca was ruled out by the NKVD as revenge for criticism of the Stalin regime of the Soviet Union.	70.86666667
For example, the stylebook of the Associated Press is updated annually.	, the stylebook is updated.	25.4
Fives is a British sport believed to derive from the same origins as many Racquet sports.	Singles competition (2002 – 2003) After years in the tag team division, Hardy took on The Undertaker in a ladder match for the Undisputed Championship.	0.0
"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels."	Altogether, the constellation contains about 50 galaxies observable through amateur telescope.	0.0
The upper half also resembles the coat of arms of the former district Oberbarnim.	The upper half also resembles the coat of arms of the former district Oberbarnim.	100.0
Pauline returned in the game boy remake of donkey Kong in 1994, and later Mario vs. donkey Kong 2: March of the Minis in 2006, although the character is now described as `` Mario's friend''.	Pauline returned in the game boy remake of donkey Kong in 1994, and later Mario vs. donkey Kong 2: March of the Minis in 2006, although the character is now described as `` Mario's friend''.	100.0
On October 14, 1960, Presidential candidate John F. Kennedy proposed the concept of what became the Peace Corps on the steps of Michigan Union.	Gothic architecture, in its Catalan or Mediterranean version, is the predominant style of this cathedral, although it also contains Romanesque, French Gothic, Renaissance art, Baroque and neoclassical elements.	0.0
In 1990, mark Messier took the Hart over Ray Bourque by a margin of two votes, the difference being a single first-place vote.	In 1990, mark Messier took the Hart over Ray Bourque by a margin of two votes, the difference being a single first-place vote.	100.0
In 1438 Trevi passed under the temporal rule of the Church as part of the legation of Perugia, and thenceforth its history merges first with that of the States of the Church, then (1860) with the united Kingdom of Italy.	In 1438 Trevi passed under the temporal rule of the Church as part of the legation of Perugia.	64.66666667
The film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.	The film has earned over $552 million worldwide. It became the eighth highest-earning film of 2022.	93.0
Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.	Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) and won the WWF European championship (8:10). Saturn pinned Guerrero after a diving elbow drop.	85.46666666666667
Volterra is a town in the Tuscany region of Italy.	Luciano Spinosi (born May 9, 1950, Rome) is an Italian former football player.	0.0
Each entry has a datum (a nugget of data) which is a copy of the datum in some backing store.	There is a copy of each datum entry in some backing store.	88.4
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.	The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.	100.0
