original	simplification	label
He is also a member of another Jungiery Boyband 183 club.	Some beverage products such as ales and stouts e. g. Guinness rely on this effect to produce the 'head' on the surface of the poured product.	0.0
The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes encompassing Kojima's life, many of which focus on the various pop culture media Kojima developed an adoration for and how they have impacted him.	Davis was responsible for character design for both the Pirates of the Caribbean and Haunted Mansion attractions at Disneyland.	0.0
By most accounts, the instrument was nearly impossible to control.	For a period, platforms at both the old and new stations operated, before the original station finally closed and was demolished.	0.0
Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.	Leah, Chantrelle, and Hosanna boarded a steamship in Jamaica to sail to the UK. They arrived in London's Notting Hill and then relocated to the Midlands.	87.66666666666667
He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.	He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.	100.0
Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for fighting the ideology of violence in hip-hop, including stop imitating rappers YNW Melly and Tay-K, who were convicted of murder.	Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for people to stop copying rappers who were convicted of murder, including YNW Melly and Tay-K.	100.0
Before the advent of the pocket calculator, it was the most commonly used calculation tool in science and engineering.	Her due release date, with remissions, is currently 12 April 2024.	0.0
Geography The town lies in the Limmat valley between Baden and Zürich.	Sadomasochism 12% of females and 22% of males reported having an erotic response to a sadomasochistic story.	0.0
Forty-Nine species of Pipefish and nine species of seahorse have been recorded.	Forty-Nine and nine species of Pipefish and seahorse have been recorded.	23.785714285714285
"This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper""."	This was the area east of the mouth of the Vistula River.	68.46666667
The plant is considered a living fossil.	The Post Office was established on May 24, 1897, and took its name from Koweta Mission.	0.0
"Football fans around the world may find some apprehensions about going to the World Cup in Qatar because of the alcohol laws concerning consuming alcohol in public places, but World Cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the World Cup."	Obsidian has been used in cardiac surgery, as well-crafted obsidian blades have a cutting edge many times sharper than high-quality steel surgical scalpels, with the edge of the blade being only about 3 nanometres wide.	0.0
In 1990, Mark Messier took the Hart over Ray Bourque by a margin of two votes, the difference being a single first-place vote.	Oliver Rolf Kahn (born 15 June 1969 in Karlsruhe) is a former German football goalkeeper.	0.0
The tongue is sticky because of the presence of glycoprotein-rich mucous, which both lubricates movement in and out of the snout and helps to catch ants and termites, which adhere to it.	Following the death of Schidlof from a heart attack in 1987, the Amadeus Quartet disbanded.	0.0
The area covered by the warning issued on September 22 was extended southwards as Jose intensified, before being canceled soon after landfall on September 23.	Gasoline, coal, natural gas, diesel, and other commodities derived from fossil fuels are non-renewable.	0.0
During an interview, Edward Gorey mentioned that Bawden was one of his favorite artists, lamenting the fact that not many people remembered or knew about this fine artist.	The subunguis is the softer, flaky underside layer whose grain is parallel to the direction of growth.	0.0
Volterra is a town in the Tuscany region of Italy.	Volterra is a town in the Tuscany region of Italy.	100.0
The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.	The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.	100.0
There he died six weeks later, on 13 January 888.	There he died six weeks later on January 13, 888.	96.46666667
Addiscombe is a suburb in the London Borough of Croydon, England.	As Iraq-Kuwait relations rapidly deteriorated, Saddam was receiving conflicting information about how the U. S. would respond to the prospects of an invasion.	0.0
He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.	He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.	100.0
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	You will receive a fine of $400 for the fraud or $100 for each count. You will also be under supervised release for three years after the prison term.	93.0
He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.	He became Prime Minister of Egypt between 1945 and 1946. he was again from 1946 to 1948.	84.2
Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.	Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.	100.0
The SAT Reasoning Test (formerly Scholastic Aptitude Test and Scholastic Assessment Test) is a standardized test for college admissions in the United States.	The SAT Reasoning Test (Scholastic Aptitude Test and Scholastic Assessment Test) is a test for college admissions in the United States.	88.6
Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for fighting the ideology of violence in hip-hop, including stop imitating rappers YNW Melly and Tay-K, who were convicted of murder.	The mercenaries encounter Ripley, and their youngest member Call (Winona Ryder) recognizes her name.	0.0
On November 9, Fetterman was projected as the winner of the election by media outlets.	Following the death of his father Wossen Seged, Sahle Selassie arrives at the capital Qundi before his other brothers, and is made Meridazmach of Shewa.	0.0
The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	100.0
"The singles from the album included ""By the Way"", ""The Zephyr Song"", ""Ca n't Stop"", ""Dosed"" and ""Universally Speaking""."	"The singles from the album included ""By the Way"", ""The Zephyr Song"", ""Ca n't Stop"", ""Dosed"" and ""Universally Speaking""."	100.0
Advocacy Countries with a minority Muslim population are more likely than Muslim-majority countries of the Greater Middle East to use mosques as a way to promote civic participation.	It was discovered in 1907 by August Kopff.	0.0
Iain grieve( born 19 February, 1987 in Jwaneng, Botswana) is a Rugby Union Back-Rower for Bristol Rugby in the Guinness Premiership.	Iain grieve is a Rugby Union Back-Rower for Bristol Rugby.	73.73333333333333
The PAD called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the PAD accused of being proxies for Thaksin.	The PAD called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the PAD accused of being proxies for Thaksin.	100.0
Shortly after attaining category 4 status, the outer convection of the hurricane became ragged.	Shortly after becoming a category 4, the outer convection of the hurricane became ragged.	94.875
Salem is a city in Essex County, Massachusetts, United States.	Salem is a city in Essex County, Massachusetts, United States.	100.0
The Amazon Basin is the part of South America drained by the Amazon River and its tributaries.	"Charts ""Mobile"" was released only in Australia and New Zealand."	0.0
Barneville-la-Bertran is a commune in the Calvados department in the Basse-Normandie region in northwestern France.	Barneville-la-Bertran is a commune in the Calvados department in the Basse-Normandie region in northwestern France.	100.0
Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.	In 1847 parts of Caldwell County, Iredell County, and Wilkes County were combined to form Alexander County.	0.0
The area covered by the warning issued on September 22 was extended southwards as Jose intensified, before being canceled soon after landfall on September 23.	The area covered by the warning issued on September 22 was extended southwards as Jose intensified, before being canceled soon after landfall on September 23.	100.0
Ohio State's library system encompasses twenty-one libraries located on its Columbus campus.	Women experience less navel lint because of their finer and shorter body hairs.	0.0
Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes, including the city of Lviv which has experienced a total blackout.	Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes, including the city of Lviv which has experienced a total blackout.	100.0
Jeanne Marie-Madeleine Demessieux (February 13, 1921 November 11, 1968), was a French organist, pianist, composer, and pedagogue.	Much of the pioneering work was done at Bell Laboratories and commercialized by Western Electric.	0.0
The PAD called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the PAD accused of being proxies for Thaksin.	The PAD called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the PAD accused of being proxies for Thaksin.	100.0
He settled in London, devoting himself chiefly to practical teaching.	He settled in London, devoting himself chiefly to practical teaching.	100.0
The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.	Piper later landed a role in a television commercial promoting the pop magazine Smash Hits.	0.0
A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.	A Wikipedia gadget is a Javascript And/ Snippet that can be made simply by checking an option in your Wikipedia preferences.	88.63333333333334
In addition to farming, Corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual Christmas-themed display.	Cultivation of the Valencia in Orange County had all but ceased by the mid-1990s due to rising property costs, which drove most of what remained of the Southern California orange industry into Florida.	0.0
In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.	In their first match of the tournament, they beat a highly favored Argentine team 2-1, ending their unbeaten streak that had lasted 36 games since 2019.	84.0
Hinterrhein is an administrative district in the canton of Graubünden, Switzerland.	Hinterrhein is an District, Switzerland.	33.06666667
In its pure form, dextromethorphan occurs as a white powder.	Roman conquest Judea lost its independence to the Romans in the 1st century BCE, by becoming first a tributary kingdom, then a province, of the Roman Empire.	0.0
Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.	Following his success with Star Trek, he supplemented his income and showed continued support for his fans by making numerous public appearances.	0.0
Whereas earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes, the current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.	Earlier major protests focused on election results or economic problems and were violently stopped by Iran’s government. In addition to increasing women’s rights, the current protest has one main demand: the overthrow of the Islamic Republic.	42.666666666666664
Macgruber starts asking for simple objects to make something to defuse the bomb, but he is later distracted by something( usually involving his personal life) that makes him run out of time.	Macgruber starts ask for simple things to make a point to turn off the bomb, but he's later held by one thing (usually based on his own life) that makes him run out of time.	55.333333333333336
It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.	It was discovered the Voyager 1 space probe taken.	78.95
The Ukrainian nuclear energy agency said that Russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for Ukrainian needs.	Ukraine's nuclear energy agency said that Russia was responsible for the shelling.	93.33333333333333
Seventy-five defencemen are in the Hall of Fame, more than any other current position, while only 35 goaltenders have been inducted.	Seventy-five defencemen are in the Hall of Fame, more than any other current position, while only 35 goaltenders have been inducted.	100.0
In December, 1967, ten boom was honored as one of the righteous among the nations by the state of Israel.	In December, 1967, ten boom was honored as one of the righteous among the nations by the state of Israel.	100.0
Both names became defunct in 2007 when they were merged into The National Museum of Scotland.	Both names stopped existing in 2007, when they were merged into the National museum of Scotland.	88.45
The PAD called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the PAD accused of being proxies for Thaksin.	The pad demanded the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej, and Somchai Wongsawat.	96.23529411764706
Prior to the arrival of the storm, the National Park Service closed visitor centers and campgrounds along the Outer Banks.	Prior to the arrival of the storm, the National Park Service closed visitor centers and campgrounds along the Outer Banks.	100.0
Barneville-la-Bertran is a commune in the Calvados department in the Basse-Normandie region in northwestern France.	It is found in the region Basse-Normandie in the Calvados department in the northwest of France.	66.06666667
As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.	As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.	100.0
Finally in 1482 the Order dispatched him to Florence, the ‘ city of his destiny ’.	Finally in 1482 the Order dispatched him to Florence, the ‘ city of his destiny ’.	100.0
Heavy rain fell across portions of Britain on October 5, causing localized accumulation of flood waters.	Heavy rain fell across portions of Britain on October 5, causing localized accumulation of flood waters.	100.0
He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.	He came from a family where his mom was a singer and administrative assistant and his dad a band director named Keith Brion at Yale.	93.93333333333334
Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, A Wilder Life shows that getting in touch with nature is possible.	Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, A Wilder Life shows that getting in touch with nature is possible.	100.0
Some reports read that various factors increase the likelihood of both paralysis and hallucinations.	Many reports read that the number of problems become treated.	23.6
In April 2000, MINIX became free / open source software under a permissive free software licence, but by this time other operating systems had surpassed its capabilities, and it remained primarily an operating system for students and hobbyists.	In April 2000, Minix became free/ open source software. in April 2000, Minix became free source software under a permissive free software licence, but by this time other operating systems.	47.07142857142857
There he died six weeks later, on 13 January 888.	He is a brilliant scientist and researcher with vast intelligence and insight into mutant genetics.	0.0
Heavy rain fell across portions of Britain on October 5, causing localized accumulation of flood waters.	Heavy rain fell across portions of Britain on October 5, causing localized accumulation of flood waters.	100.0
The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.	: the apostolic tradition, attributed to the theologian Hippolytus, cites of Hallel Psalms with Alleluia as the refrain in early Christian Agape feasts.	75.15
After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.	After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.	100.0
Aliteracy (sometimes spelled alliteracy) is the state of being able to read but being uninterested in doing so.	Culture Attractions in Nouakchott include Nouakchott Museum, several markets including Nouakchott Silver Market, and the beaches.	0.0
On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.	It is the fastest growing census division in Canada, expected to surpass 1.5 million residents by 2031.	0.0
Later, Esperanto speakers began to see the language and the culture that had grown up around it as ends in themselves, even if Esperanto is never adopted by the United Nations or other international organizations.	Esperanto speakers began to see the language and the culture that had grown up around it as ends in themselves.	71.0
Today NRC is organised as an independent, private foundation.	The Manchu ethnicity has largely been assimilated with the Han Chinese.	0.0
"Instead, the crew fashioned a trailer with a cantilevered arm attached to the ""hovercraft"" and shot the scene while riding up Templin Highway north of Santa Clarita."	He also had his own carriage, with fine livery, which took him to concerts at other venues.	0.0
She was among the first doctors to object to cigarette smoking around children, and drug use in pregnant women.	Muslims performing i'tikaf are required to stay within the mosque for ten consecutive days, often in worship or learning about Islam.	0.0
The vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.	The vagina is very elastic and stretches to many times its normal diameter during vaginal birth.	98.66666667
Characteristics Radar observations indicate a fairly pure iron-nickel composition.	Characteristics Radar observations indicate a fairly pure iron-nickel composition.	100.0
However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.	By 8.30 pm he had attracted the attention of the watchman for the Maritime Service Board, James Cargill.	0.0
"Plot Captain Caleb Holt (Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, ""Never leave your partner behind""."	French troops land at Kilcummin in County Mayo to assist the Irish rebellion.	0.0
This resulted in both Montenegro and Serbia becoming independent countries.	This caused both Montenegro and Serbia to become an independent country.	25.6
The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images that have not been used a lot since the book was first published.	87.66666666666667
Below are some useful links to facilitate your involvement.	Below are some useful links to facilitate your involvement.	100.0
England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	100.0
A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	100.0
Calvin Baker is an American novelist.	Calvin Baker is an American novelist.	100.0
Volterra is a town in the Tuscany region of Italy.	Volterra is a town in Italy in the Tuscany region.	79.6
A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	100.0
Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.	Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.	100.0
Benchmarking conducted by PassMark Software highlights the 2009 version's 52 second install time, 32 second scan time, and 7 MB memory utilization.	The nervous system derives color by comparing the responses to light from the several types of cone photoreceptors in the eye.	0.0
He left a detachment of 11,000 troops to garrison the newly conquered region.	They may be removed for several reasons, including impaired breathing through the nose and chronic infections or earaches.	0.0
The form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game.	The form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game.	100.0
"He was also named 1982 ""Sportsman of the Year"" by Sports Illustrated."	"He was also named 1982 ""Sportsman of the Year"" by Sports Illustrated magazine."	93.33333333
Unlike the first film adaptation, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.	Unlike the first movie version, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger actress, and recast the story as a horror movie about the dog itself, Barbeau-Lavalette remained more faithful to the original book.	68.33333333333333
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	100.0
A bastion on the eastern approaches was built later.	A bastion on the eastern side was built later.	95.2
"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club."	"On 14 November, an interview with journalist Piers Morgan was published. In the interview, Ronaldo said that he felt "" betrayed "" by ten Hag and "" two or three others "" who wanted Ronaldo to leave the club."	89.0
He died on May 29, 1518 in Madrid, Spain and was buried in the church of San Benito d'Alcantara.	He died on May 29, 1518 in Madrid, Spain and was buried in the church of San Benito d'Alcantara.	100.0
The Ukrainian nuclear energy agency said that Russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for Ukrainian needs.	He is sometimes credited with introducing skenographia, or scene-decorationAccording to Vitruvius.	0.0
"Musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then."	"Musk announced the formation of a ""content moderation council"" composed of individuals with different perspectives. This council will decide how free speech should be handled on the platform. Until then, no major changes to content or revivals of accounts will be made."	72.33333333333333
"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of Qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football."""	On November 5, 2022, FIFA sent a letter to all of its participating nations. This letter told them to stop discussing Qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.	97.0
In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.	In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.	100.0
The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	Oxnard is the largest city in Ventura County, California in terms of population.	0.0
During an interview, Edward Gorey mentioned that Bawden was one of his favorite artists, lamenting the fact that not many people remembered or knew about this fine artist.	During an interview, Edward Gorey mentioned that Bawden was one of his favorite artists, lamenting the fact that not many people remembered or knew about this fine artist.	100.0
It is described as pointed in the face and about the size of a rabbit.	It is described as pointed in the face and about the size of a rabbit.	100.0
Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) to win the WWF European Championship (8:10) Saturn pinned Guerrero after a Diving elbow drop.	He defeated Eddie Guerrero (with Chyna) to win the WWF European championship (8: 10) Saturn pinned Guerrero after a diving elbow drop.	83.0
"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club."	"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club."	100.0
Together they formed New Music Manchester, a group committed to contemporary music.	It is sometimes recommended to combat diarrhea, since it is high in pectin.	0.0
It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.	Such information is not accessible to people with color blindness, on black-and-white printouts, on older computer displays with fewer colors, on monochrome displays (PDAs, cell phones), and so on.	0.0
The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.	The polymer is most often epoxy, but other polymers, such as polyester, vinyl Ester or nylon, are also sometimes used.	100.0
She was among the first doctors to object to cigarette smoking around children, and drug use in pregnant women.	, and she was. The doctors to object	10.93333333
In December, 1967, ten boom was honored as one of the righteous among the nations by the state of Israel.	The Chronicler Juan de Betanzos who provides us with most of the information pertaining to the Huáscar-Atahualpa civil war outlines Huáscar's tyranny.	0.0
A mutant is a type of fictional character that appears in comic books published by marvel comics.	After the match, an emotional Benoit celebrated his win with the then-reigning WWE Champion Eddie Guerrero.	0.0
It has long been the economic centre of northern Nigeria, and a centre for the production and export of groundnuts.	It has long been the economic centre of northern Nigeria, and a centre for the production and export of groundnuts.	100.0
Mercury is similar in appearance to the Moon: it is heavily cratered with regions of smooth plains, has no natural satellites and no substantial atmosphere.	Mercury is similar in appearance to the Moon: it is heavily cratered with regions of smooth plains, has no natural satellites and no substantial atmosphere.	100.0
The film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.	The movie has grossed over $ 570 million worldwide, becoming the eighth highest-grossing movie of 2022.	75.0
A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.	Cocoa was an important commodity in Pre-Columbian Mesoamerica.	0.0
Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.	Musk said that Twitter Blue would cost around US$8.00 per-month. It includes fewer ads, the ability to upload audio and video of any length, and verified accounts.	86.66666666666667
On November 9, Fetterman was projected as the winner of the election by media outlets.	On November 9, Fetterman was projected as the winner of the election by media outlets.	100.0
Some reports read that various factors increase the likelihood of both paralysis and hallucinations.	Barbara Castle, the Minister of Transport, gave approval on 4 August 1967 for the Brixton extension to be built.	0.0
"This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper""."	"This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper""."	100.0
Characteristics Radar observations indicate a fairly pure iron-nickel composition.	Characteristics Radar says that there is a fairly pure iron-nickel composition.	82.86666667
The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.	The county's elevation decreases toward the east, with the lowest height in the Siret River valley.	0.0
Aliteracy (sometimes spelled alliteracy) is the state of being able to read but being uninterested in doing so.	Aliteracy (sometimes spelled alliteracy) is the state of being able to read but being uninterested in doing so.	100.0
In approximate relation to the parties' respective strength in the Federal Assembly, the seats were distributed as follows: Free Democratic Party (FDP): 2 members, Christian Democratic People's Party (CVP): 2 members, Social Democratic Party (SP): 2 members, and Swiss People's Party (SVP): 1 member.	In approximate relation to the parties' respective strength in the Federal Assembly, the seats were distributed as follows: Free Democratic Party (FDP): 2 members, Christian Democratic People's Party (CVP): 2 members, Social Democratic Party (SP): 2 members, and Swiss People's Party (SVP): 1 member.	100.0
The architecture of Winchester College is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and Early Modern periods, to a major expansion of accommodation in the Victorian era and then further extensions at the turn of the 20th century and more recently.	The Renault Vel Satis is an executive car produced by the French manufacturer Renault.	0.0
The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.	The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.	100.0
Both names became defunct in 2007 when they were merged into the National museum of Scotland.	Both names became defunct in 2007 when they were merged into the National museum of Scotland.	100.0
In its pure form, dextromethorphan occurs as a white powder.	In its pure form, dextromethorphan occurs as a white powder.	100.0
Defiantly, she vowed to never renounce the commune, and dared the judges to sentence her to death.	Defiantly, she vowed to never renounce the commune, and dared the judges to sentence her to death.	100.0
Geography The town lies in the Limmat valley between Baden and Zürich.	Geography The town lies in the Limmat valley between Baden and Zürich.	100.0
Samovar & Porter (1994), p. 84 Syrians did not congregate in urban enclaves; many of the immigrants who had worked as peddlers were able to interact with Americans on a daily basis.	Samovar & Porter (1994), p. 84 Syrians did not congregate in urban enclaves; many of the immigrants who had worked as peddlers were able to interact with Americans on a daily basis.	100.0
Seventh sons have strong `` Knacks''( specific magical abilities), and Seventh sons of Seventh sons are both extraordinarily rare and powerful.	The British Rail Class 91 is a class of 140 mph (225 km / h), 4.54MW / 6,300 hp electric locomotives ordered as a component of the East Coast Main Line modernisation and electrification programme of the late 1980s.	0.0
Reflection nebulae are usually blue because the scattering is more efficient for blue light than red (this is the same scattering process that gives us blue skies and red sunsets).	"Its symbol is ""$"", with ""RD $"" used when distinction from other pesos (or dollars) is required; its ISO 4217 code is ""DOP""."	0.0
Prior to the arrival of the storm, the National Park Service closed visitor centers and campgrounds along the Outer Banks.	Food is an important reason why El Puerto de Santa Maria attracts hundreds of tourists.	0.0
Nevertheless, Tagore emulated numerous styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada (British Columbia), and woodcuts by Max Pechstein.	RollerCoaster Tycoon (or often abbreviated RCT) is a series of computer games that simulate amusement park management.	0.0
The Montreal Canadiens are a professional ice hockey team based in Montreal, Quebec, Canada.	It is the fourth Metal Gear game produced and directed by Kojima and the direct sequel to Metal Gear Solid.	0.0
A bastion on the eastern approaches was built later.	However, when the war ended he became particularly concerned about the further development and possible use of atomic weapons and with the destruction inflicted on the world by war in general.	0.0
The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.	The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.	100.0
James I appointed him a Gentleman of the Chapel Royal, where he served as an organist from at least 1615 until his death.	James I appointed him a gentleman of the chapel Royal. There he served as an organist from approximately 1615 until his death.	66.6
