document	simplification	labels
In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.	In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee and its staffs prepare for the hearings by looking over the background of the nominees and the issues that will be discussed in the hearings.	0.8933333333333333
Santa Maria Maggiore (St. Mary the Greater), the earliest extant church in Assisi.	The earliest church in Assisi is Santa Maria Maggiore.	0.8633333333333333
In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.	Oates references short stories written by earlier writers in her book, Marriages and Infidelities. She does this by using the stories’ titles or themes and changing them to match her artistic goals.	1.0
The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.	Theodore Roosevelt was the last president to campaign for office after leaving the White House. He ran for president in 1912, representing the Progressive Party and coming in second. After he left office, Herbert Hoover did attempt to get the Republican nomination at a few conventions.	0.9233333333333333
In 1990, Mark Messier took the Hart over Ray Bourque by a margin of two votes, the difference being a single first-place vote.	In 1990 mark Messier won the Hart Trophy. He beat Ray Bourque by two votes; the difference was one first-place vote.	0.6265
Unlike the first film adaptation, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.	Unlike the first film adaptation, which contained many changes, Barbeau-Lavalette’s film remained more faithful to the book.	0.94
Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, A Wilder Life shows that getting in touch with nature is possible.	The book is divided into sections for each season and covers things like self-reliance, growing and gardening, cooking, health and beauty, and wilderness. A Wilder Life shows that it is possible to get in touch with nature and have fun with it.	0.9666666666666667
In 2005, Meissner became the second American woman to land the triple Axel jump in national competition.	In 2005, Meissner became the second American woman to land the triple Axel jump in state aid.	0.6453333333000001
Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.	"Cameron has often worked in Christian-Themed productions, among them are left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron ""Buck"" Williams."	0.23785714285714285
Volunteers provided food, blankets, water, children's toys, massages, and a live rock band performance for those at the stadium.	Volunteers given food, blankets, water, children's toys, massages, and a live rock band return for those at the stadium.	0.6493333333
"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct."	"It is described as a darkly comedic bio-pic. Emilia Jones will play the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, "" Who Is Reality Winner? ""."	0.8266666666666667
The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	The book has more than 200 newly commissioned colour photographs by the British architectural photographer Morley von Sternberg. There are also older images where needed to show buildings that have been significantly altered or demolished.	0.8833333333333333
Plot captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, `` never leave your partner behind''.	Plot captain Caleb Holt (Kirk Cameron) is a firefighter in Albany, Georgia. It is also known as the cardinal rule of all firemen, who leave the partner behind him.	0.496
Ohio State's library system encompasses twenty-one libraries located on its Columbus campus.	Ohio State's library system covers 21 libraries found on its Columbus campus.	0.9426666667000001
An activist hiding his identity said the Egyptian authorities were carrying out random detentions ahead of COP, where they are randomly stopping people and inspecting their mobile phones to look for any evidence of dissent.	An activist hiding his identity said Egyptian authorities were randomly interrogating people ahead of COP, such as randomly stopping people and inspecting their phones for dissent.	1.0
After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.	After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections.	0.7566666666666667
Samovar & Porter (1994), p. 84 Syrians did not congregate in urban enclaves; many of the immigrants who had worked as peddlers were able to interact with Americans on a daily basis.	Samovar & Porter (1994), p 84 Syrians congregate did many of the immigrants who had worked peddlers were to interact.	0.32533333329999997
She became the authoritative editor of her husband's works for Breitkopf und Härtel.	It has become the official head of her husband's work for Breitkopf und Härtel.	0.6473333333
People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.	People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death.	0.972
Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for fighting the ideology of violence in hip-hop, including stop imitating rappers YNW Melly and Tay-K, who were convicted of murder.	In honor of Takeoff, blogger DJ Akademiks hosted a three-hour stream in which he examined videos related to the murder of Kirshnik and promoted a shift away from the violent ideology found in hip-hop, including stopping the imitation of rappers YNW Melly and Tay-K who were both convicted of murder.	0.8766666666666667
The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes encompassing Kojima's life, many of which focus on the various pop culture media Kojima developed an adoration for and how they have impacted him.	The Creative Gene is an autobiography by Kojima, containing stories, essays, and anecdotes about his life. Several of these focus on the pop culture media he loves and how they have impacted him.	0.9666666666666667
Dr. David Lindenmeyer (Australian National University) has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow-dependent species like Leadbeater's possum.	Dr. David Lindenmeyer (Australian National University) has said that the need for a nest box shows that logging practices are not sustainable, for keeping hollow-dependent species such as Leadbeater the possum.	0.634
It is now the site of Meher Baba's samadhi (tomb-shrine) as well as facilities and accommodations for pilgrims.	It is now the site of Meher Baba's samadhi (tomb-shrine) as well as plants and sites for pilgrims.	0.83
Before 1980, a section of the Commonwealth Railways Central Australian line passed along the western side of the Simpson Desert.	Before 1980, a part of the Commonwealth Railways Central Australian Line passed along the western side of the Simpson Desert.	0.9273333332999999
About 80 percent of buildings in the area were reconstructed or retrofitted after the 1999 earthquakes, reducing the impact of this earthquake.	About 80 percent of buildings in the area were rebuilt after the 1999 earthquakes.	1.0
Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens Railroad.	Origin Irmo was created on Christmas Eve in 1890 by the opening of the Columbia, Newberry and Laurens railroad.	0.8863333333333334
"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters."	Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals. However, Biden has said that he would not do anything to make the police less needed.	1.0
Orchestration Stravinsky first conceived of writing the ballet in 1913.	Orchestration Stravinsky. It was first conceived and write a ballet in 1913.	0.938
On November 2, 2022, Poland's Minister of National Defence Mariusz Blaszczak announces the construction of a barrier along the border with the Russian exclave of Kaliningrad, as Poland believes that Russia will use the border to illegally transport African and Asian immigrants to Europe.	Recently,  Poland’s Minister of National Defence announced that Poland will create a barrier along its border with the Russian exclave of Kaliningrad. They aim to stop Russia from illegally transporting migrants to Europe.	0.75
England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	England won their second T20 World Cup title in 2022 by defeating Pakistan in the final.	0.83
Once inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person (after Kate Brown and Jared Polis) to take office as governor of a U.S. state.	She will become the first openly lesbian woman and third openly LBGT person to be governor of a U.S. state.	0.8766666666666667
Mercury is similar in appearance to the Moon: it is heavily cratered with regions of smooth plains, has no natural satellites and no substantial atmosphere.	Mercury looks like our moon. It has cratered areas and smooth ones. It has no real atmosphere. It has no natural satellites.	0.6453333333333333
Ryan Prosser (born 10 July, 1988) is a professional rugby union player for Bristol Rugby in the Guinness Premiership.	Ryan Prosser born 10 July, 1988) is a rugby union player for Bristol Rugby in the Guinness Premiership.	0.7526666667
The quark model was independently proposed by physicists Murray Gell-Mann and George Zweig in 1964.	The quark model was proposed in 1964.	0.9673333332999999
Tickets can be retailed for National Rail services, the Docklands Light Railway and on Oyster card.	Tickets can be Retailed, the docklands light railway and.	0.9575
The collapsed Dome of the main church has been restored entirely.	The Dome has been restored.	0.9973333333333333
Both names became defunct in 2007 when they were merged into The National Museum of Scotland.	The National Museum of Scotland is a city of location@2 in the location@3.	0.41600000000000004
Seventh sons have strong `` Knacks''( specific magical abilities), and Seventh sons of Seventh sons are both extraordinarily rare and powerful.	Seventh sons have magic skills and Seventh sons or Seventh sons are really rare and strong.	0.185
Santa Maria Maggiore (St. Mary the Greater), the earliest extant church in Assisi.	Sanata Maria Magiore (St. Mary the greater), the earliest surviving church in Assisi.	0.6146666666666667
In 1438 Trevi passed under the temporal rule of the Church as part of the legation of Perugia, and thenceforth its history merges first with that of the States of the Church, then (1860) with the united Kingdom of Italy.	1438 Trevi passed in in 1438 Trevi thenceforth merges, and its history.	0.3313333333
Since 2000, the recipient of the Kate Greenaway medal has also been presented with the Colin Mears award to the value of £5000.	Many people who receive the Kate Greenaway medal also win the Colin Mears award. its worth £5000.	0.4093333333333333
These works he produced and published himself, whilst his much larger woodcuts were mostly commissioned work.	These works he produced and published himself.	0.8813333333
Cogeneration (also combined heat and power, CHP) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat.	A power station is a power station to gain control of energy and utilities.	0.5173333333
The latter provided audiences with the sort of information later provided by intertitles, and can help historians imagine what the film may have been like.	The latter provided audiences with the sort of information later provided by intertitles.	0.7733333333
The complainant claimed that he had not renounced his Nepali citizenship while being an American citizen, and Nepali law does not allow the provision of dual citizenship.	The person suing said that he did not renounce his Nepali citizenship while being an American citizen. This is important because Nepali law does not allow for dual citizenship.	0.92
"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club."	On November 14th, Ronaldo said in an interview that he felt “betrayed” by ten Hag and others who wanted Ronaldo to leave the club. He also added that the club “doubted” him when he could not attend pre-season practice due to his sick daughter. Finally, he said that he does not respect ten Hag “because he doesn’t show respect for me.”	0.97
Representatives of the Professional Hockey Writers' Association vote for the All-Star Team at the end of the regular season.	Members of the Pro Hockey Writers' adpl vote for the All-Star Team at the end of the regular season.	0.7506666667
The SAT Reasoning Test (formerly Scholastic Aptitude Test and Scholastic Assessment Test) is a standardized test for college admissions in the United States.	The SAT Reasoning Test (used to be Scholastic Aptitude Test and Scholastic Assessment Test) is a test for college admissions in the United States.	0.9359999999999999
No skater has yet accomplished a quadruple Axel in competition.	No Skater is not a quadruple Axel in competition.	0.9470000000000001
These attacks may have been psychological in origin rather than physical.	These attacks may have been mental in source instead of physical.	0.92
Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.	In the battle of July 29, the battle of Stiklestad( Norway): Olav Haraldsson Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),. Haraldsson(.),.(.),.(.), and is loses( ..)(.),	0.034
In 1990, mark Messier took the Hart over Ray Bourque by a margin of two votes, the difference being a single first-place vote.	In 1990, mark Messier took the Hart over Ray Bourque by two votes. The difference was a single first-place vote.	0.91
About 80 percent of buildings in the area were reconstructed or retrofitted after the 1999 earthquakes, reducing the impact of this earthquake.	Around 80% of the buildings in the area were renovated or modified after the 1999 earthquakes, making them better able to withstand this recent earthquake.	0.9233333333333333
Nupedia was founded on March 9, 2000, under the ownership of Bomis, Inc, a web portal company.	Nupedia was started on March 9, 2000. The business was called Inc, a web portal company.	0.8466666667
The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.	The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem because of the ongoing protests in Iran. Many Iranian people did not want to watch the team play because they thought the team should not be playing because of the protests.	0.89
These missions will seek to reestablish a human presence on the Moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of Mars.	The goal of these missions is to put humans back on the Moon and show the technologies and strategies that are necessary for further scientific research, like exploring Mars.	1.0
"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles."	"An eyewitness said the shooter ""snapped"" and shot a woman. Then he killed employees in the break room and fired at least ten shots in the grocery aisles."	0.91
He toured with the IPO in the spring of 1990 for their first-ever performance in the Soviet Union, with concerts in Moscow and Leningrad, and toured with the IPO again in 1994, performing in China and India.	He went with the IPO in the spring of 1990 for their first performance in the Soviet Union.	0.9593333332999999
In architectural decoration Small pieces of colored and iridescent shell have been used to create mosaics and inlays, which have been used to decorate walls, furniture and boxes.	In a few times, some pieces of colored and inlays shell build a mosaics. This cutting is used to build decorate and create, which have been used to build walls, furniture and boxes.	0.4906666667
In a short Video promoting the charity equality now joss Whedon confirmed that `` fray is not done, fray is coming back.	"In a short Video promoting the charity equality now joss Whedon confirmed that ""fray is not done, fray is coming back."	0.9637931034482758
This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.	This stamp remained the standard letter stamp for the remainder of Victoria's reign.	0.9386666667
Volterra is a town in the Tuscany region of Italy.	Volterra is a town in Tuscany, Italy.	0.628
Orchestration Stravinsky first conceived of writing the ballet in 1913.	The composer Stravinsky first thought of writing music for the ballet in 1913.	0.8340000000000001
"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles."	According to people who saw it happen, the shooter “snapped” before shooting a woman. He then killed workers in the break room before firing at least ten shots in the grocery aisles.	0.9666666666666667
The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	The activists shouted at the Russian delegation, saying they were guilty of war crimes and didn't deserve to be there or receive respect.	1.0
Wario land the Wario land series is a Platforming series that started with Wario land: super Mario land 3, a Spin-Off of the super Mario land series.	The Wario land is a show that started with Wario land: super Mario land 3 a continuation of the super Mario land series.	0.933125
Alternative views on the subject have been proposed throughout the centuries (see below), but all were rejected by mainstream Christian bodies.	Mainstream Christian bodies rejected all the alternative views on the subject that were proposed over the centuries. (see below).	0.15714285714285714
The upper half also resembles the coat of arms of the former district Oberbarnim.	The upper half also indicate the coat of arms of the old district Oberbarnim.	0.682
"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct."	In the New York Magazine movie, “Who is Reality Winner?”, Emilia Jones portrays the whistle-blower known as Reality Winner. The script was written by Kerry Howley with Fogel directing.	0.8633333333333333
"The singles from the album included ""By the Way"", ""The Zephyr Song"", ""Ca n't Stop"", ""Dosed"" and ""Universally Speaking""."	"From the album included the singles ""by the Way"", ""The Zephyr Song"", ""Can't Stop"", ""Dosed"" and ""Universally Speaking""."	0.6946666667
"This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper""."	"This was the area east of the mouth of the Vistula River. It was later called ""the land of Prussia."""	0.8829411764705882
Fives is a British sport believed to derive from the same origins as many Racquet sports.	Fives is a British sport thought to come from the same source as many Racquet sports.	0.934
He excuses himself because he has to leave for rehearsal, and he and Dr. Schön leave.	Excuses himself to leave for, and he and Dr. Schön.	0.2426666667
In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.	During the first game of their group, they won 2-1 against Argentina, who was favored to win. They broke Argentina’s 36-game win streak, which started in 2019.	0.67
"However, upon Flynn's apparent success in securing sufficient backing to become council president, Arroyo released a statement that acted as an informal concession of sorts, giving strong praise to Flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role."""	Upon Flynn's success in getting enough support to become council president, Arroyo released a statement that was like a formal concession. He commended Flynn's kindness and hard work, and expressed his expectation that Flynn will make use of these qualities in his leadership role.	0.98
Furthermore, spectroscopic studies have shown evidence of hydrated minerals and silicates, which indicate rather a stony surface composition.	Spectroscopic studies have shown evidence of hydrated minerals and silicates.	0.9306666667000001
According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.	The Wall Street Journal reported that FTX had given Alameda Research $10 billion to buy some of its business, and that Alameda CEO Caroline Ellison had told other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about the deal.	0.88
An activist hiding his identity said the Egyptian authorities were carrying out random detentions ahead of COP, where they are randomly stopping people and inspecting their mobile phones to look for any evidence of dissent.	An activist said the Egyptian government was doing random phone searches ahead of a climate change conference. During the search, they were looking for any evidence of dispute with the government.	0.69
Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.	Musk said that Twitter Blue would cost around US$8.00 per-month. It includes fewer ads, the ability to upload audio and video of any length, and verified accounts.	0.8666666666666667
Major American and British oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.	Major American and British oil producers reported record profits in 2022. They rewarded shareholders with dividends and stock buybacks. This is different from their past actions of using profits to increase production.	0.91
Wario Land The Wario Land series is a platforming series that started with Wario Land: Super Mario Land 3, a spin-off of the Super Mario Land series.	The Wario land is a show that started with Wario land: super Mario land 3 a continuation of the super Mario land series.	0.7892857142857143
Defiantly, she vowed to never renounce the Commune, and dared the judges to sentence her to death.	Defiantly, she promised to give up the, and never dared judges to sentence her to death.	0.135
The tongue is sticky because of the presence of glycoprotein-rich mucous, which both lubricates movement in and out of the snout and helps to catch ants and termites, which adhere to it.	The sticky tongue helps to catch bugs.	0.8573333333333334
Unlike the clouds on Earth, however, which are composed of crystals of ice, Neptune's cirrus clouds are made up of crystals of frozen methane.	Unlike the clouds on Earth, however, which are made of ice, Neptune's clouds are made up of crystals of frozen methane.	0.9246666667
Gable also earned an Academy Award nomination when he portrayed Fletcher Christian in 1935's Mutiny on the Bounty.	Gable also received an Academy Award nomination when he played Fletcher Christian on the Bounty.	0.938
According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.	According to Iran Human Rights, at least 378 people including 43 minors have been killed as a result of government intervention in protests, making the protest one of the deadliest in a while.	0.9366666666666668
It is now the site of Meher Baba's samadhi (tomb-shrine) as well as facilities and accommodations for pilgrims.	It is the site samadhi (tomb-shrine) as and facilities.	0.26333333329999997
Heavy rain fell across portions of Britain on October 5, causing localized accumulation of flood waters.	Heavy rain fell across parts of Britain on October 5. This caused flood water to flood the waters.	0.594
Their eyes are quite small, and their visual Acuity is poor.	Their eyes are quite small, and their visual Acuity is poor.	0.9213333333333334
They are rivaled as biological materials in toughness only by chitin.	They are made up of biological materials in toughness only by Chitin.	0.8326666666666667
In December, 1967, Ten Boom was honored as one of the Righteous Among the Nations by the State of Israel.	Ten boom was named after one of the righteous among the nations by the state of Israel in 1967.	0.691875
He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.	He was Prime Minister of Egypt between 1945 and 1946 and again from 1946 and 1948.	0.872
"Eugowra is said to be named after the Indigenous Australian word meaning ""The place where the sand washes down the hill""."	"Eugowra is said to be named after the Indigenous Australian word meaning ""the place where the sand washes down the hill""."	0.956
After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic orchestra.	After graduation he returned to Yerevan to teach at the local Conservatory and later became director of the Armenian Philarmonic orchestra	0.4525
In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.	In Marriages and Infidelities, Oates takes ideas from novellas and short stories written by earlier authors and creates her own versions according to her artistic goals.	0.9333333333333332
"The company opened twice as many Canadian outlets as McDonald's ""Wendy's confirms Tim Hortons IPO by March"", Ottawa Business Journal, December 1, 2005, and system-wide sales also surpassed those of McDonald's Canadian operations as of 2002."	The company opened twice as many Canadian stores as McDonald's Hospital Wendy's confirms Tim Hortons IPO by the Ottawa Business Journal, December 1, 2005, and also sold the sales of McDonald's Canadian company as of 2002.	0.39799999999999996
The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.	The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini.	0.5266666667
Forty-Nine species of Pipefish and nine species of seahorse have been recorded.	Forty-Nine and nine species of Pipefish and seahorse have been recorded.	0.27071428571428574
None of the authors, contributors, sponsors, administrators, vandals, or anyone else connected with Wikipedia, in any way whatsoever, can be responsible for your use of the information contained in or linked from these web pages.	None of the authors, editors, sponsors, administrators, vandals, and anyone else connected with Wikipedia, can be responsible for your use of the information contained in or linked from these web pages.	0.9553333333
The film centers on a reclusive wealthy family who has spent months living in virtual isolation in the family mansion to prevent their community from finding out that daughter Hélène has gotten pregnant from a one-night stand, only to have their fragile equilibrium challenged when Hélène abandons the house soon after the baby's birth to look for the father.	The film follows an isolated wealthy family. In order to stop their community from knowing that the daughter Hélène is pregnant after a one-night stand, they do not leave their mansion for months. When Hélène gives birth and runs away from the home to look for the father, the fragile balance of the home breaks.	0.8766666666666667
The polymer is most often epoxy, but other polymers, such as polyester, vinyl ester or nylon, are also sometimes used.	The most popular polymer to use is epoxy.	0.9233333333333333
On November 9, Fetterman was projected as the winner of the election by media outlets.	On November 9, Fetterman was thought to be the winner of the election by media outlets.	0.74
Working Group I: Assesses scientific aspects of the climate system and climate change.	Working Group I: Assessesses look like the climate system and climate change.	0.42200000000000004
England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	England won their second title when they beat Pakistan in the final. They are the reigning T20 World Cup holders.	0.9466666666666668
"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct."	Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner with Fogel also on board to direct from a script written by Kerry Howley based on her own 2017 New York Magazine feature.	0.9033333333333333
The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.	The Supreme Court of the UK ruled unanimously that the Scottish government does not have the authority to organize a second Scottish independence referendum without permission from the British government.	0.85
It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.	It was discovered the Voyager 1 space probe taken.	0.9055
In its pure form, dextromethorphan occurs as a white powder.	, Dextromethorphan occurs.	0.91125
A bastion on the eastern approaches was built later.	A bastion on the east organizing was built later.	0.5306666667
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	The sentence included a fine of $ 400, or $ 100 for each count of fraud. He was sentenced to three-year supervised release after the prison term.	0.8033333333333332
Meteora earned the band multiple awards and honors.	Meteora also won many awards and honors.	0.9726666667
On November 2, 2022, Poland's Minister of National Defence Mariusz Blaszczak announces the construction of a barrier along the border with the Russian exclave of Kaliningrad, as Poland believes that Russia will use the border to illegally transport African and Asian immigrants to Europe.	On November 2, 2022, Poland's Minister of National Defence Mariusz Blaszczak announces the construction of a barrier along the border with the Russian exclave of Kaliningrad. Poland believes that Russia will use the border to illegally transport African and Asian immigrants to Europe.	0.6166666666666667
Yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.	Yoghurt, also known as yogurt, is a dairy product made by milk milk.	0.56
Despina was discovered in late July, 1989 from the images taken by the Voyager 2 probe.	Despina was discovered, 1989 from the images taken.	0.624
Brunstad has several fast food restaurants, a Cafeteria-Style restaurant, coffee bar, and its own grocery store.	Brunstad has food restaurants, coffee, a restaurant Cafeteria-Style bar, and its grocery store.	0.5539999999999999
It is described as pointed in the face and about the size of a rabbit.	It is described and.	0.059333333333333335
Wario Land The Wario Land series is a platforming series that started with Wario Land: Super Mario Land 3, a spin-off of the Super Mario Land series.	Wario land the Wario land series is a Platforming series that started.	0.948
So far The'Celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott mills, mark Chapman, Simon Gregson, sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.	So far The'Famous person' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott mills, mark Chapman, Simon Gregson, sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.	0.124
In 1990, Mark Messier took the Hart over Ray Bourque by a margin of two votes, the difference being a single first-place vote.	In 1990, mark Messier took the Hart over Ray Bourque by two votes. The difference was a single first-place vote.	0.9548387096774194
Unlike the first film adaptation, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.	In the first movie adaptation, Samuel Fuller removed Gary, replaced Seberg with a younger fictional actress, and made the story center on the dog. Meanwhile, Barbeay-Lavalette’s movie adaptation was closer to the original book.	0.8333333333333333
None of the authors, contributors, sponsors, administrators, vandals, or anyone else connected with Wikipedia, in any way whatsoever, can be responsible for your use of the information contained in or linked from these web pages.	None of the authors, editors, sponsors or administrators, vandals, or anyone else connected with Wikipedia in any way at all, can be responsible for your use of the information which is web pages.	0.72
The string can vibrate in different modes just as a guitar string can produce different notes, and every mode appears as a different particle: electron, photon, gluon, etc.	The string can vibrate a guitar string can produce notes, and every mode appears, photon, gluon, etc.	0.32
Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.	Chauvin was embarrassed to get his award and at first said that he may not accept it.	0.20428571428571426
It will then dislodge itself and sink back to the river bed in order to digest its food and wait for its next meal.	It will then sink back to the river bed in order to stop its food and wait for its next meal.	0.618
It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.	It was discovered by Stephen P. Synnott in images from Voyager 1 space probe taken on March 5 1979 while orbiting Jupiter.	0.98
The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.	The wounds attacked by a team are generally known as bludgeoning blunt-force trauma or injuries.	0.46333333330000004
In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also his have a lot of experience with photography and experience in the field of graphic design.	During hard times, he was led to study Graphic Design, and after that became a cinematographer. Also, he had a lot of experiences with photography and graphic design.	0.92
Both names became defunct in 2007 when they were merged into the National museum of Scotland.	Both names became obsolete in 2007 when they were merged into the National museum of Scotland.	0.9593333333333334
Tickets can be retailed for National Rail services, the Docklands Light Railway and on Oyster card.	Tickets can be retailed for National Rail services, the Docklands Light Rail and on Oyster card.	0.6146666667
"Pauline returned in the Game Boy remake of Donkey Kong in 1994, and later Mario vs. Donkey Kong 2: March of the Minis in 2006, although the character is now described as ""Mario's friend""."	"Although her character is now known as ""Mario's friend,"" Pauline came back in the game boy remake of donkey Kong in 1994, later in Mario vs, donkey Kong 2, and again in March of the Minis in 2006."	0.23
